,Product Name,Company,Export Country,Date,Units Sold,unit_price,Profit per unit,Export Value,Destination Port,Transportation Mode,Profit,Cost of goods sold,Profit Margin,company_short
657,Cashew,Agro Allied Exporters Nigeria Limited,Belgium,2022-12-22,197,32460.96,3462.01,6394809.12,Lagos,Sea,682015.9700000001,5712793.15,0.11,AAENL
658,Palm Oil,Golden Farms Nigeria Limited,Italy,2022-07-30,493,39934.19,4981.33,19687555.67,Calabar,Sea,2455795.69,17231759.98,0.12,GFNL
659,Plantain,Farmgate Nigeria Limited,Italy,2021-04-16,337,46796.4,3985.16,15770386.8,Port Harcourt,Sea,1342998.92,14427387.88,0.09,FNL
660,Cashew,Farmgate Nigeria Limited,Spain,2020-09-01,747,32440.35,7368.96,24232941.45,Lagos,Sea,5504613.12,18728328.33,0.23,FNL
661,Cassava,Prime Agro Exports Nigeria Limited,Switzerland,2020-05-10,871,41177.0,9144.43,35865167.0,Lagos,Sea,7964798.53,27900368.47,0.22,PAENL
662,Palm Oil,Agriplus Nigeria Limited,Sweden,2020-07-26,396,29664.0,6786.45,11746944.0,Port Harcourt,Sea,2687434.1999999997,9059509.8,0.23,ANL
663,Cassava,Agro Export Nigeria Ltd,Netherlands,2023-05-15,684,19040.76,4601.97,13023879.84,Warri,Sea,3147747.48,9876132.36,0.24,AENL
664,Ginger,Agro Export Nigeria Ltd,Netherlands,2023-07-10,996,17208.42,6502.15,17139586.32,Lagos,Sea,6476141.399999999,10663444.920000002,0.38,AENL
665,Sesame,Agro Export Nigeria Ltd,France,2023-11-24,924,40546.5,6374.24,37464966.0,Calabar,Sea,5889797.76,31575168.240000002,0.16,AENL
666,Palm Oil,Prime Agro Exports Nigeria Limited,Belgium,2022-07-09,485,25387.8,8532.36,12313083.0,Lagos,Sea,4138194.6,8174888.4,0.34,PAENL
667,Cashew,Agriplus Nigeria Limited,France,2022-07-28,985,17927.04,2110.33,17658134.4,Lagos,Sea,2078675.0499999998,15579459.349999998,0.12,ANL
668,Palm Oil,Farmgate Nigeria Limited,Spain,2020-10-19,395,16150.3,9981.99,6379368.5,Lagos,Sea,3942886.05,2436482.45,0.62,FNL
669,Cashew,Solid Agro Nigeria Limited,Austria,2020-06-29,585,36047.54,7586.5,21087810.9,Lagos,Sea,4438102.5,16649708.399999999,0.21,SANL
670,Palm Oil,Agro Allied Exporters Nigeria Limited,Belgium,2020-07-06,579,24022.55,4183.58,13909056.45,Port Harcourt,Sea,2422292.82,11486763.629999999,0.17,AAENL
671,Rubber,Nigerian Export Promotion Council (NEPC),Denmark,2020-02-28,712,46468.26,4600.33,33085401.12,Lagos,Sea,3275434.96,29809966.16,0.1,NEPC
672,Rubber,Agro Allied Exporters Nigeria Limited,Italy,2020-05-03,310,49484.99,3040.11,15340346.9,Lagos,Sea,942434.1000000001,14397912.8,0.06,AAENL
673,Cashew,Agriplus Nigeria Limited,Germany,2021-06-18,496,16337.54,7374.32,8103419.84,Port Harcourt,Sea,3657662.7199999997,4445757.12,0.45,ANL
674,Ginger,Agro Export Nigeria Ltd,Belgium,2023-03-10,699,26065.73,7877.61,18219945.27,Lagos,Sea,5506449.39,12713495.879999999,0.3,AENL
675,Palm Oil,Solid Agro Nigeria Limited,Denmark,2020-10-09,170,20351.67,3702.17,3459783.9,Port Harcourt,Sea,629368.9,2830415.0,0.18,SANL
676,Palm Oil,Golden Farms Nigeria Limited,Spain,2022-05-19,708,45286.58,5659.91,32062898.64,Lagos,Sea,4007216.28,28055682.36,0.12,GFNL
677,Plantain,Greenfield Agro Exporters Nigeria Limited,Germany,2022-04-09,608,28314.4,6615.26,17215155.2,Lagos,Sea,4022078.08,13193077.12,0.23,GAENL
678,Rubber,Solid Agro Nigeria Limited,Austria,2023-06-02,160,17098.75,4551.93,2735800.0,Lagos,Sea,728308.8,2007491.2,0.27,SANL
679,Cassava,Golden Farms Nigeria Limited,Sweden,2022-05-09,301,49306.9,7022.61,14841376.9,Lagos,Sea,2113805.61,12727571.290000001,0.14,GFNL
680,Cocoa,Farmgate Nigeria Limited,Italy,2023-06-16,513,39875.46,4915.93,20456110.98,Port Harcourt,Sea,2521872.0900000003,17934238.89,0.12,FNL
681,Cassava,Agriplus Nigeria Limited,Denmark,2020-09-01,302,19878.5,8056.92,6003307.0,Lagos,Sea,2433189.84,3570117.16,0.41,ANL
682,Rubber,Agriplus Nigeria Limited,Germany,2022-05-25,611,32507.66,5691.95,19862180.26,Warri,Sea,3477781.4499999997,16384398.810000002,0.18,ANL
683,Cocoa,Agro Export Nigeria Ltd,Switzerland,2021-03-07,820,15596.18,8725.66,12788867.6,Lagos,Sea,7155041.2,5633826.399999999,0.56,AENL
684,Ginger,Golden Farms Nigeria Limited,Spain,2020-01-13,472,15687.36,2000.3,7404433.92,Calabar,Sea,944141.6,6460292.32,0.13,GFNL
685,Cassava,Agro Export Nigeria Ltd,Germany,2021-06-23,601,45644.07,4474.64,27432086.07,Warri,Sea,2689258.64,24742827.43,0.1,AENL
686,Ginger,Agriplus Nigeria Limited,Netherlands,2020-06-13,525,33769.46,4015.3,17728966.5,Lagos,Sea,2108032.5,15620934.0,0.12,ANL
687,Cashew,Greenfield Agro Exporters Nigeria Limited,France,2021-08-08,669,18940.33,2890.92,12671080.77,Lagos,Sea,1934025.48,10737055.29,0.15,GAENL
688,Sesame,Nigeria Agro Export Company,Italy,2023-05-27,142,14677.15,7760.44,2084155.3,Warri,Sea,1101982.48,982172.8200000001,0.53,NAEC
689,Cashew,Nigerian Export Promotion Council (NEPC),Denmark,2023-02-09,388,43524.13,7427.72,16887362.44,Lagos,Sea,2881955.36,14005407.080000002,0.17,NEPC
690,Rubber,Farmgate Nigeria Limited,Denmark,2021-08-11,357,25681.71,5818.74,9168370.47,Lagos,Sea,2077290.18,7091080.290000001,0.23,FNL
691,Cashew,Nigeria Agro Export Company,Sweden,2021-07-01,599,46916.93,8747.6,28103241.07,Lagos,Sea,5239812.4,22863428.67,0.19,NAEC
692,Sesame,Greenfield Agro Exporters Nigeria Limited,Switzerland,2020-03-16,934,19744.29,8570.41,18441166.86,Warri,Sea,8004762.9399999995,10436403.92,0.43,GAENL
693,Cocoa,Agro Export Nigeria Ltd,France,2023-08-11,581,36715.88,9369.14,21331926.28,Lagos,Sea,5443470.34,15888455.940000001,0.26,AENL
694,Palm Oil,Agro Export Nigeria Ltd,Denmark,2022-11-29,807,26045.19,3752.77,21018468.33,Lagos,Sea,3028485.39,17989982.939999998,0.14,AENL
695,Cocoa,Greenfield Agro Exporters Nigeria Limited,Denmark,2021-08-17,573,47666.72,9323.9,27313030.56,Lagos,Sea,5342594.7,21970435.86,0.2,GAENL
696,Cocoa,Prime Agro Exports Nigeria Limited,Spain,2022-12-15,285,31583.71,7018.27,9001357.35,Lagos,Sea,2000206.9500000002,7001150.399999999,0.22,PAENL
697,Plantain,Prime Agro Exports Nigeria Limited,Italy,2021-12-12,360,25745.26,6592.49,9268293.6,Lagos,Sea,2373296.4,6894997.199999999,0.26,PAENL
698,Rubber,Agro Allied Exporters Nigeria Limited,Germany,2021-06-10,795,31220.79,4664.78,24820528.05,Calabar,Sea,3708500.0999999996,21112027.950000003,0.15,AAENL
699,Sesame,Agriplus Nigeria Limited,Sweden,2023-04-30,329,41907.39,3974.45,13787531.31,Port Harcourt,Sea,1307594.05,12479937.26,0.09,ANL
700,Cashew,Nigerian Export Promotion Council (NEPC),France,2020-11-09,519,33727.94,6857.59,17504800.86,Lagos,Sea,3559089.21,13945711.649999999,0.2,NEPC
701,Sesame,Greenfield Agro Exporters Nigeria Limited,Netherlands,2021-05-03,811,36623.16,8224.9,29701382.76,Lagos,Sea,6670393.899999999,23030988.860000003,0.22,GAENL
702,Sesame,Agro Export Nigeria Ltd,Italy,2022-08-25,497,36446.19,6203.23,18113756.43,Warri,Sea,3083005.3099999996,15030751.120000001,0.17,AENL
703,Ginger,Agriplus Nigeria Limited,Denmark,2022-10-04,427,18212.38,3741.87,7776686.26,Lagos,Sea,1597778.49,6178907.77,0.21,ANL
704,Palm Oil,Agriplus Nigeria Limited,Netherlands,2021-05-28,375,47026.19,3721.51,17634821.25,Warri,Sea,1395566.25,16239255.0,0.08,ANL
705,Plantain,Agro Allied Exporters Nigeria Limited,Germany,2023-05-25,132,16159.22,8575.33,2133017.04,Lagos,Sea,1131943.56,1001073.48,0.53,AAENL
706,Ginger,Nigerian Export Promotion Council (NEPC),Denmark,2020-04-23,525,45333.56,8558.62,23800119.0,Lagos,Sea,4493275.5,19306843.5,0.19,NEPC
707,Cocoa,Golden Farms Nigeria Limited,Italy,2020-07-14,360,26607.04,3144.34,9578534.4,Warri,Sea,1131962.4000000001,8446572.0,0.12,GFNL
708,Plantain,Nigerian Export Promotion Council (NEPC),Denmark,2023-10-13,104,40095.35,5633.91,4169916.4,Lagos,Sea,585926.64,3583989.76,0.14,NEPC
709,Cassava,Nigerian Export Promotion Council (NEPC),Spain,2023-11-28,991,31527.16,3766.01,31243415.56,Calabar,Sea,3732115.91,27511299.65,0.12,NEPC
710,Cashew,Farmgate Nigeria Limited,Belgium,2023-02-07,687,31309.13,5015.01,21509372.31,Lagos,Sea,3445311.87,18064060.439999998,0.16,FNL
711,Cocoa,Solid Agro Nigeria Limited,Netherlands,2023-02-05,813,17261.98,4878.03,14033989.74,Lagos,Sea,3965838.3899999997,10068151.350000001,0.28,SANL
712,Rubber,Solid Agro Nigeria Limited,Sweden,2023-01-25,709,23947.5,6158.33,16978777.5,Calabar,Sea,4366255.97,12612521.530000001,0.26,SANL
713,Rubber,Farmgate Nigeria Limited,Switzerland,2021-11-04,173,48027.01,4082.66,8308672.73,Warri,Sea,706300.1799999999,7602372.550000001,0.09,FNL
714,Cashew,Farmgate Nigeria Limited,Austria,2023-06-21,374,37904.8,8329.34,14176395.2,Calabar,Sea,3115173.16,11061222.04,0.22,FNL
715,Sesame,Agro Export Nigeria Ltd,Sweden,2021-04-08,378,12485.68,9250.08,4719587.04,Calabar,Sea,3496530.2399999998,1223056.8000000003,0.74,AENL
716,Plantain,Agro Allied Exporters Nigeria Limited,France,2020-04-13,883,31735.91,8581.08,28022808.53,Warri,Sea,7577093.64,20445714.89,0.27,AAENL
717,Cashew,Agriplus Nigeria Limited,Austria,2021-11-06,491,42937.24,7776.41,21082184.84,Lagos,Sea,3818217.31,17263967.53,0.18,ANL
718,Ginger,Agro Export Nigeria Ltd,Netherlands,2022-04-24,276,47090.73,7019.4,12997041.48,Lagos,Sea,1937354.4,11059687.08,0.15,AENL
719,Plantain,Solid Agro Nigeria Limited,Germany,2023-09-13,192,34074.97,8717.55,6542394.24,Lagos,Sea,1673769.5999999999,4868624.640000001,0.26,SANL
720,Cocoa,Nigerian Export Promotion Council (NEPC),France,2022-03-05,371,36210.54,3101.99,13434110.34,Calabar,Sea,1150838.2899999998,12283272.05,0.09,NEPC
721,Cocoa,Greenfield Agro Exporters Nigeria Limited,Italy,2020-01-16,207,14501.74,4713.01,3001860.18,Lagos,Sea,975593.0700000001,2026267.11,0.32,GAENL
722,Cassava,Golden Farms Nigeria Limited,Denmark,2020-07-25,765,38984.96,8638.35,29823494.4,Warri,Sea,6608337.75,23215156.65,0.22,GFNL
723,Cocoa,Greenfield Agro Exporters Nigeria Limited,France,2021-03-19,673,49924.06,9726.79,33598892.38,Lagos,Sea,6546129.670000001,27052762.71,0.19,GAENL
724,Cassava,Golden Farms Nigeria Limited,Austria,2021-02-06,884,34327.58,7035.55,30345580.72,Lagos,Sea,6219426.2,24126154.52,0.2,GFNL
725,Cocoa,Nigerian Export Promotion Council (NEPC),Belgium,2022-04-24,951,49548.71,5274.5,47120823.21,Lagos,Sea,5016049.5,42104773.71,0.11,NEPC
726,Plantain,Prime Agro Exports Nigeria Limited,Denmark,2020-12-19,274,46080.72,5147.67,12626117.28,Warri,Sea,1410461.58,11215655.7,0.11,PAENL
727,Palm Oil,Prime Agro Exports Nigeria Limited,Sweden,2021-03-21,397,22969.04,2260.45,9118708.88,Lagos,Sea,897398.6499999999,8221310.23,0.1,PAENL
728,Rubber,Prime Agro Exports Nigeria Limited,Austria,2020-12-10,615,28067.85,6284.55,17261727.75,Port Harcourt,Sea,3864998.25,13396729.5,0.22,PAENL
729,Cassava,Agro Allied Exporters Nigeria Limited,Denmark,2023-10-24,920,44165.77,4422.35,40632508.4,Lagos,Sea,4068562.0000000005,36563946.4,0.1,AAENL
730,Plantain,Agro Allied Exporters Nigeria Limited,Austria,2020-11-08,161,22984.27,7018.74,3700467.47,Lagos,Sea,1130017.14,2570450.33,0.31,AAENL
731,Ginger,Agro Export Nigeria Ltd,Switzerland,2021-11-05,618,12028.51,9967.48,7433619.18,Calabar,Sea,6159902.64,1273716.54,0.83,AENL
732,Palm Oil,Agriplus Nigeria Limited,Switzerland,2023-04-04,109,46963.79,2316.44,5119053.11,Port Harcourt,Sea,252491.96,4866561.15,0.05,ANL
733,Cocoa,Prime Agro Exports Nigeria Limited,Switzerland,2023-11-20,372,43946.38,6638.27,16348053.36,Lagos,Sea,2469436.44,13878616.92,0.15,PAENL
734,Plantain,Greenfield Agro Exporters Nigeria Limited,Denmark,2023-05-25,662,28089.29,8576.5,18595109.98,Warri,Sea,5677643.0,12917466.98,0.31,GAENL
735,Plantain,Nigeria Agro Export Company,Denmark,2022-02-04,253,13931.93,2641.17,3524778.29,Warri,Sea,668216.01,2856562.2800000003,0.19,NAEC
736,Palm Oil,Nigeria Agro Export Company,Germany,2021-12-05,568,37168.16,8052.61,21111514.88,Lagos,Sea,4573882.4799999995,16537632.399999999,0.22,NAEC
737,Palm Oil,Nigerian Export Promotion Council (NEPC),Switzerland,2023-04-10,336,35609.27,7905.08,11964714.72,Port Harcourt,Sea,2656106.88,9308607.84,0.22,NEPC
738,Cashew,Farmgate Nigeria Limited,Spain,2022-01-19,720,20018.86,3870.9,14413579.2,Lagos,Sea,2787048.0,11626531.2,0.19,FNL
739,Cassava,Farmgate Nigeria Limited,Austria,2020-04-17,192,38775.73,5076.82,7444940.16,Lagos,Sea,974749.44,6470190.720000001,0.13,FNL
740,Cashew,Farmgate Nigeria Limited,Spain,2020-09-03,729,43688.56,7472.0,31848960.24,Port Harcourt,Sea,5447088.0,26401872.24,0.17,FNL
741,Sesame,Solid Agro Nigeria Limited,Austria,2021-11-10,490,30620.6,8193.51,15004094.0,Calabar,Sea,4014819.9,10989274.1,0.27,SANL
742,Plantain,Agriplus Nigeria Limited,Austria,2021-08-05,455,42779.72,6985.57,19464772.6,Lagos,Sea,3178434.35,16286338.250000002,0.16,ANL
743,Sesame,Nigeria Agro Export Company,Netherlands,2020-09-05,613,43133.82,8333.2,26441031.66,Lagos,Sea,5108251.600000001,21332780.06,0.19,NAEC
744,Rubber,Farmgate Nigeria Limited,Denmark,2021-04-06,807,38087.66,6847.72,30736741.62,Lagos,Sea,5526110.04,25210631.580000002,0.18,FNL
745,Cassava,Prime Agro Exports Nigeria Limited,France,2022-10-01,259,12895.17,8669.42,3339849.03,Port Harcourt,Sea,2245379.78,1094469.25,0.67,PAENL
746,Cashew,Agriplus Nigeria Limited,Italy,2022-04-08,389,22294.64,3359.32,8672614.96,Calabar,Sea,1306775.48,7365839.48,0.15,ANL
747,Rubber,Agro Export Nigeria Ltd,Sweden,2021-06-25,821,27842.04,3404.09,22858314.84,Lagos,Sea,2794757.89,20063556.95,0.12,AENL
748,Ginger,Nigerian Export Promotion Council (NEPC),Denmark,2021-12-25,965,27453.95,3730.14,26493061.75,Warri,Sea,3599585.1,22893476.65,0.14,NEPC
749,Sesame,Greenfield Agro Exporters Nigeria Limited,Germany,2021-12-05,962,12987.93,6995.2,12494388.66,Lagos,Sea,6729382.399999999,5765006.260000001,0.54,GAENL
750,Rubber,Agriplus Nigeria Limited,Belgium,2022-03-15,661,44200.43,6749.68,29216484.23,Calabar,Sea,4461538.48,24754945.75,0.15,ANL
751,Cocoa,Agriplus Nigeria Limited,Netherlands,2022-02-07,113,47220.35,6292.5,5335899.55,Lagos,Sea,711052.5,4624847.05,0.13,ANL
752,Palm Oil,Golden Farms Nigeria Limited,Italy,2023-08-01,459,46065.87,9128.74,21144234.33,Lagos,Sea,4190091.6599999997,16954142.669999998,0.2,GFNL
753,Cocoa,Nigeria Agro Export Company,Spain,2021-10-25,978,42445.04,4024.2,41511249.12,Lagos,Sea,3935667.5999999996,37575581.519999996,0.09,NAEC
754,Palm Oil,Greenfield Agro Exporters Nigeria Limited,Austria,2020-09-04,258,38709.41,6434.73,9987027.78,Lagos,Sea,1660160.3399999999,8326867.4399999995,0.17,GAENL
755,Cassava,Solid Agro Nigeria Limited,Sweden,2021-09-20,194,13561.52,9366.61,2630934.88,Calabar,Sea,1817122.34,813812.5399999998,0.69,SANL
756,Cocoa,Nigerian Export Promotion Council (NEPC),Belgium,2021-07-02,648,32276.01,3180.07,20914854.48,Lagos,Sea,2060685.36,18854169.12,0.1,NEPC
757,Cocoa,Prime Agro Exports Nigeria Limited,Netherlands,2023-06-21,212,18804.84,4332.02,3986626.08,Lagos,Sea,918388.2400000001,3068237.84,0.23,PAENL
758,Palm Oil,Nigeria Agro Export Company,Netherlands,2021-01-08,283,18829.44,3188.06,5328731.52,Lagos,Sea,902220.98,4426510.539999999,0.17,NAEC
759,Palm Oil,Agro Export Nigeria Ltd,Italy,2022-11-16,565,39969.3,7847.11,22582654.5,Lagos,Sea,4433617.149999999,18149037.35,0.2,AENL
760,Sesame,Nigeria Agro Export Company,Austria,2020-01-19,422,19028.66,9601.94,8030094.52,Lagos,Sea,4052018.68,3978075.8399999994,0.5,NAEC
761,Cocoa,Prime Agro Exports Nigeria Limited,Spain,2022-06-13,980,36784.33,3862.81,36048643.4,Lagos,Sea,3785553.8,32263089.599999998,0.11,PAENL
762,Palm Oil,Agro Allied Exporters Nigeria Limited,Denmark,2023-07-24,486,31281.06,3986.65,15202595.16,Lagos,Sea,1937511.9000000001,13265083.26,0.13,AAENL
763,Cocoa,Golden Farms Nigeria Limited,Sweden,2022-07-16,930,10155.64,7680.1,9444745.2,Lagos,Sea,7142493.0,2302252.1999999993,0.76,GFNL
764,Palm Oil,Agriplus Nigeria Limited,Denmark,2021-02-24,517,35729.89,7932.64,18472353.13,Lagos,Sea,4101174.8800000004,14371178.249999998,0.22,ANL
765,Plantain,Agro Export Nigeria Ltd,Italy,2023-02-22,828,33820.94,4963.47,28003738.32,Lagos,Sea,4109753.16,23893985.16,0.15,AENL
766,Palm Oil,Golden Farms Nigeria Limited,France,2021-11-14,323,17650.49,7102.23,5701108.27,Lagos,Sea,2294020.29,3407087.9799999995,0.4,GFNL
767,Plantain,Nigeria Agro Export Company,Spain,2023-07-07,649,20845.14,2479.19,13528495.86,Port Harcourt,Sea,1608994.31,11919501.549999999,0.12,NAEC
768,Ginger,Agriplus Nigeria Limited,Austria,2021-11-24,604,10944.17,5479.31,6610278.68,Lagos,Sea,3309503.24,3300775.4399999995,0.5,ANL
769,Cashew,Prime Agro Exports Nigeria Limited,France,2022-01-05,749,28798.52,6193.18,21570091.48,Lagos,Sea,4638691.82,16931399.66,0.22,PAENL
770,Cocoa,Nigerian Export Promotion Council (NEPC),Spain,2020-12-24,989,24274.45,7019.72,24007431.05,Lagos,Sea,6942503.08,17064927.97,0.29,NEPC
771,Palm Oil,Greenfield Agro Exporters Nigeria Limited,Denmark,2023-06-05,474,30841.13,4757.91,14618695.62,Warri,Sea,2255249.34,12363446.28,0.15,GAENL
772,Cassava,Nigeria Agro Export Company,Germany,2022-08-25,204,17510.17,9636.04,3572074.68,Port Harcourt,Sea,1965752.1600000001,1606322.52,0.55,NAEC
773,Sesame,Greenfield Agro Exporters Nigeria Limited,Switzerland,2022-11-20,622,11709.51,2043.12,7283315.22,Calabar,Sea,1270820.64,6012494.58,0.17,GAENL
774,Ginger,Agro Allied Exporters Nigeria Limited,Switzerland,2023-12-04,378,12746.62,6086.46,4818222.36,Lagos,Sea,2300681.88,2517540.4800000004,0.48,AAENL
775,Plantain,Nigeria Agro Export Company,France,2021-03-19,516,48437.82,7508.61,24993915.12,Warri,Sea,3874442.76,21119472.36,0.16,NAEC
776,Plantain,Nigerian Export Promotion Council (NEPC),Italy,2023-05-18,893,32511.33,6398.44,29032617.69,Lagos,Sea,5713806.92,23318810.770000003,0.2,NEPC
777,Sesame,Farmgate Nigeria Limited,Austria,2022-10-25,431,30944.44,4854.76,13337053.64,Port Harcourt,Sea,2092401.56,11244652.08,0.16,FNL
778,Cashew,Prime Agro Exports Nigeria Limited,Austria,2021-10-04,963,16009.91,7849.5,15417543.33,Warri,Sea,7559068.5,7858474.83,0.49,PAENL
779,Palm Oil,Farmgate Nigeria Limited,Italy,2023-08-20,597,41654.95,3911.88,24868005.15,Lagos,Sea,2335392.36,22532612.79,0.09,FNL
780,Cocoa,Agriplus Nigeria Limited,Netherlands,2022-09-18,512,40616.94,8997.44,20795873.28,Lagos,Sea,4606689.28,16189184.0,0.22,ANL
781,Sesame,Agro Allied Exporters Nigeria Limited,Spain,2023-03-25,256,17418.61,4900.83,4459164.16,Calabar,Sea,1254612.48,3204551.68,0.28,AAENL
782,Sesame,Agro Allied Exporters Nigeria Limited,Netherlands,2020-07-19,433,23950.53,9015.97,10370579.49,Lagos,Sea,3903915.01,6466664.48,0.38,AAENL
783,Plantain,Golden Farms Nigeria Limited,Belgium,2021-10-25,957,37340.11,8532.38,35734485.27,Lagos,Sea,8165487.659999999,27568997.610000003,0.23,GFNL
784,Plantain,Agriplus Nigeria Limited,Spain,2023-02-10,226,12314.65,3962.41,2783110.9,Lagos,Sea,895504.6599999999,1887606.24,0.32,ANL
785,Palm Oil,Golden Farms Nigeria Limited,Denmark,2022-11-29,519,10348.61,4190.31,5370928.59,Lagos,Sea,2174770.89,3196157.6999999997,0.4,GFNL
786,Palm Oil,Farmgate Nigeria Limited,Italy,2022-03-16,922,41854.17,4970.73,38589544.74,Lagos,Sea,4583013.06,34006531.68,0.12,FNL
787,Palm Oil,Nigeria Agro Export Company,Denmark,2022-02-19,508,31225.6,8159.69,15862604.8,Warri,Sea,4145122.52,11717482.280000001,0.26,NAEC
788,Cocoa,Golden Farms Nigeria Limited,France,2021-11-08,385,42207.48,2035.1,16249879.8,Lagos,Sea,783513.5,15466366.3,0.05,GFNL
789,Palm Oil,Greenfield Agro Exporters Nigeria Limited,Austria,2021-03-29,586,24919.56,9611.18,14602862.16,Warri,Sea,5632151.48,8970710.68,0.39,GAENL
790,Cocoa,Agro Allied Exporters Nigeria Limited,Sweden,2022-12-10,270,14740.11,4400.06,3979829.7,Lagos,Sea,1188016.2000000002,2791813.5,0.3,AAENL
791,Sesame,Golden Farms Nigeria Limited,Denmark,2021-10-22,810,29162.35,8685.33,23621503.5,Lagos,Sea,7035117.3,16586386.2,0.3,GFNL
792,Sesame,Golden Farms Nigeria Limited,Switzerland,2021-06-13,320,18171.76,8433.08,5814963.2,Warri,Sea,2698585.6,3116377.6,0.46,GFNL
793,Cocoa,Prime Agro Exports Nigeria Limited,France,2021-11-04,871,44322.34,4441.17,38604758.14,Lagos,Sea,3868259.07,34736499.07,0.1,PAENL
794,Plantain,Solid Agro Nigeria Limited,Austria,2023-12-19,172,44869.36,9892.3,7717529.92,Port Harcourt,Sea,1701475.5999999999,6016054.32,0.22,SANL
795,Cashew,Agro Allied Exporters Nigeria Limited,Spain,2021-03-01,692,20019.73,4532.37,13853653.16,Lagos,Sea,3136400.04,10717253.120000001,0.23,AAENL
796,Cassava,Farmgate Nigeria Limited,Switzerland,2022-07-26,370,11067.38,3708.85,4094930.6,Port Harcourt,Sea,1372274.5,2722656.1,0.34,FNL
797,Cocoa,Nigerian Export Promotion Council (NEPC),Spain,2023-12-23,354,16810.17,7303.36,5950800.18,Port Harcourt,Sea,2585389.44,3365410.7399999998,0.43,NEPC
798,Sesame,Nigeria Agro Export Company,Belgium,2021-04-26,769,48785.86,9075.51,37516326.34,Lagos,Sea,6979067.19,30537259.150000002,0.19,NAEC
799,Ginger,Nigerian Export Promotion Council (NEPC),Belgium,2020-06-02,732,11168.28,6791.68,8175180.96,Warri,Sea,4971509.76,3203671.2,0.61,NEPC
800,Sesame,Greenfield Agro Exporters Nigeria Limited,Sweden,2020-03-31,507,31022.3,9376.5,15728306.1,Lagos,Sea,4753885.5,10974420.6,0.3,GAENL
801,Rubber,Farmgate Nigeria Limited,France,2022-05-06,727,38141.67,2962.13,27728994.09,Lagos,Sea,2153468.5100000002,25575525.58,0.08,FNL
802,Plantain,Prime Agro Exports Nigeria Limited,Germany,2020-08-25,141,46391.24,5976.25,6541164.84,Port Harcourt,Sea,842651.25,5698513.59,0.13,PAENL
803,Cashew,Golden Farms Nigeria Limited,Switzerland,2020-12-07,316,35104.26,2739.19,11092946.16,Lagos,Sea,865584.04,10227362.120000001,0.08,GFNL
804,Palm Oil,Agriplus Nigeria Limited,Austria,2020-02-15,448,22088.53,2968.57,9895661.44,Calabar,Sea,1329919.36,8565742.08,0.13,ANL
805,Cassava,Nigerian Export Promotion Council (NEPC),France,2022-12-16,786,16810.37,2778.06,13212950.82,Calabar,Sea,2183555.16,11029395.66,0.17,NEPC
806,Cashew,Nigeria Agro Export Company,Germany,2020-06-28,825,40168.05,4338.22,33138641.25,Port Harcourt,Sea,3579031.5,29559609.75,0.11,NAEC
807,Rubber,Agro Allied Exporters Nigeria Limited,Spain,2021-03-21,471,46139.69,4274.55,21731793.99,Lagos,Sea,2013313.05,19718480.939999998,0.09,AAENL
808,Palm Oil,Nigeria Agro Export Company,Sweden,2023-07-04,354,31027.21,9520.25,10983632.34,Warri,Sea,3370168.5,7613463.84,0.31,NAEC
809,Rubber,Nigerian Export Promotion Council (NEPC),Austria,2020-10-08,342,32818.79,3272.06,11224026.18,Warri,Sea,1119044.52,10104981.66,0.1,NEPC
810,Palm Oil,Nigerian Export Promotion Council (NEPC),Denmark,2023-11-01,869,25911.15,6977.8,22516789.35,Calabar,Sea,6063708.2,16453081.150000002,0.27,NEPC
811,Rubber,Nigerian Export Promotion Council (NEPC),Sweden,2020-09-01,670,20355.66,7635.0,13638292.2,Lagos,Sea,5115450.0,8522842.2,0.38,NEPC
812,Palm Oil,Greenfield Agro Exporters Nigeria Limited,Germany,2023-08-26,606,13144.69,5052.79,7965682.14,Lagos,Sea,3061990.7399999998,4903691.4,0.38,GAENL
813,Sesame,Agro Allied Exporters Nigeria Limited,Sweden,2021-03-05,860,39176.4,7591.77,33691704.0,Warri,Sea,6528922.2,27162781.8,0.19,AAENL
814,Palm Oil,Agro Allied Exporters Nigeria Limited,Denmark,2021-08-19,474,18544.44,5802.97,8790064.56,Lagos,Sea,2750607.7800000003,6039456.78,0.31,AAENL
815,Cocoa,Greenfield Agro Exporters Nigeria Limited,Sweden,2022-10-14,604,37692.51,5514.53,22766276.04,Port Harcourt,Sea,3330776.1199999996,19435499.919999998,0.15,GAENL
816,Cocoa,Greenfield Agro Exporters Nigeria Limited,Austria,2020-12-16,579,40723.75,7020.3,23579051.25,Calabar,Sea,4064753.7,19514297.55,0.17,GAENL
817,Cocoa,Agriplus Nigeria Limited,Netherlands,2020-04-05,121,39676.69,4143.19,4800879.49,Lagos,Sea,501325.98999999993,4299553.5,0.1,ANL
818,Palm Oil,Nigeria Agro Export Company,Belgium,2023-10-24,420,28193.75,6419.32,11841375.0,Warri,Sea,2696114.4,9145260.6,0.23,NAEC
819,Cassava,Farmgate Nigeria Limited,Italy,2021-10-15,987,42840.93,7044.67,42283997.91,Lagos,Sea,6953089.29,35330908.62,0.16,FNL
820,Plantain,Agro Allied Exporters Nigeria Limited,Italy,2022-09-12,249,28428.84,5844.67,7078781.16,Lagos,Sea,1455322.83,5623458.33,0.21,AAENL
